Código,Nome,UF
253008,COORD DE VIG.SANIT.DE PORTOS AERP.,MS
153160,COORD DOS PROG DE POS-GRAD EM ENGEN DA UFRJ,RJ
370075,COORD GERAL AUD ESTATAIS SET FIN E DESENVOLV,DF
370076,COORD GERAL AUD ESTATAIS SET PET DAS E MINER,DF
370068,COORD GERAL AUD INTEGR NAC E MEIO AMBIENTE,DF
370072,COORD GERAL AUD PESSOAL E TOM CON ESPECIAL,DF
370071,COORD GERAL AUD TECNOLOGIA DA INFORMAçãO,DF
370067,COORD GERAL AUF AREA DE CIDADES,DF
203010,COORD VIG SANIT DE PORTOS AEROP EFRONTEIRA/PA,PA
253027,COORD VIG SANIT DE PORTOS AEROP FRONTEIRA-PI,PI
253017,COORD VIG SANIT DE PORTOS AEROP FRONTEIRA/AM,AM
253025,COORD VIG SANIT DE PORTOS AEROP FRONTEIRA/TO,TO
253014,COORD VIG SANIT PORTOS AEROP E FRONTEIRA-GO,GO
370118,COORD-GERAL ACORDOS E COOP. INTERNACIONAL,DF
370086,COORD-GERAL ATENDIMENTO AO CIDADÃO,DF
370065,COORD-GERAL AUD TRANSP PORTOS E AVIAC CIVIL,DF
370052,COORD-GERAL AUD. AGRIC. PEC. E ABASTECIMENTO,DF
370056,COORD-GERAL AUD. AREA DE EDUCACAO BASICA,DF
370061,COORD-GERAL AUD. ÁREA DE PREVIDÊNCIA,DF
370057,COORD-GERAL AUD. ÁREA DE SAÚDE,DF
370058,COORD-GERAL AUD. AREAS JUSTICA E CIDADANIA,DF
370051,COORD-GERAL AUD. DA ÁREA FAZENDÁRIA,DF
370062,COORD-GERAL AUD. DESENVOLVIMENTO SOCIAL,DF
170923,COORD-GERAL AUD.AREA DE PLAN.- ORÇ.E GES,DF
370053,COORD-GERAL AUD.CIENC.TEC.INOV E COMUNICAÇÃO,DF
170978,COORD-GERAL AUD.DA AREA DE DES. SOCIAL,DF
170979,COORD-GERAL AUD.DA AREA DE ESPORTE,DF
170973,COORD-GERAL AUD.DA AREA DE SAUDE/DS/SFC/CGU,DF
170974,COORD-GERAL AUD.DA AREA DE TRAB.E EMPREGO,DF
370077,COORD-GERAL AUD.ESTATAIS SET.ENERG.E TECNOLOG,DF
370050,COORD-GERAL AUD.IND.COM.EXT.SERV.E TURISMO,DF
170975,COORD-GERAL AUD.PROG.AREA EDUC. INFANTIL,DF
370060,COORD-GERAL AUD.TRAB.EMPR.SERV SOC E AUTONOMO,DF
370083,COORD-GERAL CAPACITAÇÃO E QUALIDADE,DF
170986,COORD-GERAL DE AUDIT. DA AREA DE COMUNICAÇÕES,DF
370046,COORD-GERAL DE INFORMAÇÕES ESTRATEGICAS,DF
370043,COORD-GERAL DE INFRAESTRUTURA TECNOLOGICA,DF
370005,COORD-GERAL DE LOGÍSTICA- PART. E ENGENHARIA,DF
370100,COORD-GERAL DE NORMAS E CAPICITAÇÃO,DF
370048,COORD-GERAL DE OPERAÇÕES ESPECIAIS,DF
170924,COORD-GERAL DE PLANEJAMENTO E AVALIAÇÃO,DF
170950,COORD-GERAL DE RECURSOS EXTERNOS,PI
370042,COORD-GERAL DE SISTEMAS DE INFORMAÇÃO,DF
152734,COORD-GERAL DE SUP. G. ORÇAMENT/SPO/MEC,DF
370116,COORD-GERAL GOVERNO ABERTO E TRANSPARENCIA,DF
370040,COORD-GERAL INT. E DES. INSTITUCIONAL,DF
370098,COORD-GERAL MONITOR. PROC. DISCIPLINARES,DF
370085,COORD-GERAL ORIENTAÇÃO E ACOMP. DE OUVIDORIAS,DF
370039,COORD-GERAL PLANEJ. E AVALIA. INSTITUCIONAL,DF
370080,COORD-GERAL PLANEJ.AVAL. E MONITORAMENTO,DF
370082,COORD-GERAL PROSPECÇÃO E INOVAÇÃO,DF
370087,COORD-GERAL REC. DE ACESSO A INFORMAÇÃO,DF
370097,COORD-GERAL RESPONSABILIZAÇÃO ENTRE PRIVADOS,DF
370081,COORD-GERAL TECNICAS E PROCEDIMENTOS,DF
200307,COORD. ADM. DO CONDOMINIO DO BLOCO A,DF
193367,COORD. DE ACOMP. E AVALIAÇÃO,PE
193369,COORD. DE COMUNICAÇÃO SOCIAL,PE
925044,COORD. DE CONTROLE DAS LICITAÇÕES PÚB/GOV/PI,PI
193395,COORD. DE PROG. E ACOMPANHAMENTO - DAD,PE
193391,COORD. DE PROG. E ACOMPANHAMENTO - DAE,PE
193380,COORD. DE PROG. E ACOMPANHAMENTO-DPE,PE
253018,COORD. DE V. SANIT. PORTOS- AER. E FRONT./CE,CE
253020,COORD. DE V.SAN.DE PORT. AER. E FRONTEIRA,MA
253019,COORD. DE V.SANIT. DE PORTOS- AER. E FRONT/AL,AL
253009,COORD. DE VIG SANIT DE PORT AEROP E FRONT AP,AP
253013,COORD. DE VIG SANIT DE PORTOS AEROP E FRONTE,ES
253026,COORD. DE VIG.SANIT.DE PORTOS- AER. FRONT.,RO
170930,COORD. GERAL AUD.DA ÁREA DE SERVIÇOS SOCIAIS,DF
201038,COORD. GERAL DE ACOMPANHAMENTO DE CONTRATOS,DF
170953,COORD. GERAL DE AUDITORIA DE TCE,DF
370003,COORD. GERAL- DE LIC. CONT. E DOC/DGI/SE/CGU,DF
253016,COORD. PORTOS AEROPORTOS E FRONTEIRAS - RN,RN
170501,COORD. PROG.FINANCEIRA/EST.E MUNICIPIOS - STN,DF
194067,COORD. REGIONAL NOROESTE DO MS,MT
253023,COORD. VIG SANIT DE PORTOS AEROP FRONTEIRA/SE,SE
253015,COORD. VIG- SANIT. PORTOS- AEROP. E FRONT./BA,BA
253005,COORD. VIG. SANIT. PORTOS- AEROP. E FRONT./RS,RS
23005,COORD. VIG. SANIT. PORTOS- AEROP. E FRONT./RS,RS
253004,COORD. VIG. SANIT. PORTOS- AEROP. E FRONT./SC,SC
170921,COORD.-GERAL DAS CONTAS DO GOVERNO,DF
170967,COORD.-GERAL DE AUD. DA ÁREA DE DES. AGRÁRIO,DF
170963,COORD.-GERAL DE AUD. DA ÁREA DE INT. NAC.,DF
170972,COORD.-GERAL DE AUD. DA ÁREA DE PREV. SOCIAL,DF
170968,COORD.-GERAL DE AUD. DA ÁREA DE TURISMO,DF
170961,COORD.-GERAL DE AUD. DA ÁREA FAZENDÁRIA,DF
170962,COORD.-GERAL DE AUD. DOS PROG. INST-FINANCEIR,DF
170987,COORD.-GERAL DE AUDIT. DA AREA DE CIDADES,DF
170278,COORD.-GERAL DE ESTUDOS ECONOMICOS-TRIBUTARIO,DF
130035,COORD.-GERAL DE EXEC.FIN.-CGEF / SEAP-PR,DF
130005,COORD.-GERAL DE EXECUCAO ORç.E FIN./DA/MAPA,DF
170952,COORD.-GERAL DE NORMAS E ORIENTAÇÃO,DF
540009,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,DF
540001,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,DF
170940,COORD.-GERAL DE PLANEJAMENTO E ORÇAMENTO,DF
380919,COORD.-GERAL DE REC. HUMANOS-CGRH/SPOA/SE/MTE,DF
110265,COORD.-GERAL DE RECURSOS EXTERNOS/SFC/CGU,DF
110177,COORD.-GERAL DE SERVIÇOS DE SECRETARIA,DF
170275,COORD.-GERAL DE TECNOLOGIA E SIST.DE INFORMAC,DF
240026,COORD.ADM. DA COMISSAO ORGA. EVENTOS DA ALCA,MG
170511,COORD.CONTR.DE RESPONSAB. HAVERES FINANC./STN,DF
170700,COORD.DAS OPER.DE CRED.DO TES.NACIONAL,DF
170510,COORD.DE CONTR.DE RESPONS.E HAVERES FINANC.,DF
170860,COORD.DE NORMAS E AVAL.DA EXECUCAO DA DESPESA,DF
330002,COORD.DE ORCAM.E FINAN./M.P.S,DF
330004,COORD.DE RECURSOS HUMANOS/M.P.S,DF
253028,COORD.DE VIG.DE PORTOS-AEROPORTOS E FRONT.SP,SP
253010,COORD.DE VIG.SANIT.DE PORTOS AEROP.FRONT.PA,PA
253012,COORD.DE VIG.SANIT.DE PORTOS-AERO.E FRONT.,RJ
253024,COORD.DE VIG.SANIT.DE PORTOS-AEROP.E FRONT.,MT
253022,COORD.DE VIG.SANIT.DE PORTOS-AEROP.E FRONT..,RR
253011,COORD.DE VIG.SANIT.DE PORTOS-AEROP.FRONT.MG,MG
253029,COORD.DE VIG.SANIT.DE PORTOS-AEROP.FRONT/ACRE,AC
253006,COORD.DE VIG.SANTI.DE PORT.AER.FRONTEIRAS,PR
170964,COORD.GERAL AUD. ÁREA DE AGR.- PECU. E ABAST.,DF
170971,COORD.GERAL AUD.ÁREA DE JUSTIÇA E SEG. PUB.,DF
170992,COORD.GERAL AUD.AREA DE PESSOAL_E BENEFICIOS,DF
380027,COORD.GERAL DE ATEND.E ORIENT.AO TRABALHADOR,DF
170991,COORD.GERAL DE AUD. DOS PROG.DE ADMINISTRACAO,DF
170982,COORD.GERAL DE AUD.DA AREA DE C.E TECNOLOGIA,DF
170965,COORD.GERAL DE AUD.DA ÁREA DE DES.- IND.E CEX,DF
170981,COORD.GERAL DE AUDIT.DA AREA DO MEIO AMBIENTE,DF
510003,COORD.GERAL DE CONTABILIDADE DO INSS NO DF,DF
510001,COORD.GERAL DE FINANCAS DO INSS NO DF,DF
170983,COORD.GERAL DE OPERAÇÕES ESPECIAIS,DF
380010,COORD.GERAL DE ORC. E FINAN./M.T.B.,DF
390003,COORD.GERAL DE ORCAM.E FIN./ES/M.T.,DF
320002,COORD.GERAL DE ORCAM.E FIN./M.M.E,DF
110203,COORD.GERAL DE PLAN.E ORC./DGI/CGU/PR-REC.EXT,DF
320005,COORD.GERAL DE RECURSOS HUMANOS/M.M.E,DF
420009,COORD.GERAL DE RECURSOS LOGIST. SPOA/SE/MINC,DF
170910,COORD.GERAL DE TÉCNICAS PROCEDIMENTOS E QUAL.,DF
340002,COORD.GERAL ORCAM. FINAN E CONTABILIDADE/FNC,DF
170308,COORD.GERAL P/FISCAL.ESPECIAIS/COFAE/SFC,DF
740002,COORD.GERAL PROG.DESENVOLV.SUBMARINO NUCLEAR,RJ
380910,COORD.GERAL.DE ORCAMENTO E FINANCAS.,DF
194019,COORD.REGIONAL DE MG/ES,MG
194042,COORD.REGIONAL RIBEIRÃO CASCALHEIRA/MT,MT
253021,COORD.VIG.SANIT.PORTOS AERP.FRONT.DA PARAIBA,PB
420002,COORDEN.GERAL ORCAM.FINAN. E CONTABILIDADE,DF
201018,COORDENAÇÃO DE ADM. DO CONDOMÍNIO DO BLOCO A,DF
200335,COORDENACAO DE ADMINISTRACAO - COAD,DF
200334,COORDENACAO DE ADMINISTRACAO-COAD,DF
200003,COORDENAÇÃO DE CONTABILIDADE MJ,DF
193390,COORDENACAO DE DEFESA CIVIL,PE
200229,COORDENAÇÃO DE ENSINO - COEN/CGRH/PRF/MJ,SC
201013,COORDENAÇÃO DE EXECUÇÃO ORC. E FINANCEIRA,DF
423031,COORDENAçãO DE GESTãO DE PESSOAS IBRAM,DF
193399,COORDENACAO DE INFORM. E INFORMATICA - SUDENE,PE
200258,COORDENAÇÃO DE INTELIGÊNCIA,DF
490003,COORDENACAO DE ORCAM.E FINANCAS-ENT.SUPERVIS.,DF
200336,COORDENACAO DE ORCAMENTO E FINANCAS - COF/DPF,DF
200337,COORDENACAO DE ORCAMENTO E FINANCAS - COF/DPF,DF
513001,COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS,DF
150014,COORDENACAO DE ORCAMENTO E FINANCAS/MEC,DF
250088,COORDENACAO DE ORCAMENTO E FINANCAS/MS,DF
240146,COORDENACAO DE PLANEJ.- ACOMPA. E AVAL./CETEM,RJ
110005,COORDENACAO DE PLANEJAMENTO E ORCAMENTO - PR,DF
200325,COORDENAÇÃO DE RECURSOS HUMANOS/DEPEN,DF
250006,COORDENACAO DE RECURSOS HUMANOS/MS,DF
193398,COORDENACAO DE SERVICO PATRIMONIAL,PE
511775,COORDENACAO DO SEGURO SOCIAL BELO HORIZONTE,MG
512076,COORDENACAO DO SEGURO SOCIAL DO INSS,RJ
540012,COORDENAçãO GERAL DE CONVENIOS - MTUR,DF
443033,COORDENAçAO GERAL DE FINANçAS/DF,DF
240219,COORDENAÇÃO GERAL DE GESTÃO DA TI,DF
420008,COORDENACAO GERAL DE GESTAO DE PESSOAS/MINC,DF
380922,COORDENACAO GERAL DE INFORMATICA,DF
512006,COORDENACAO GERAL DE LICITACOES E CONTRATOS,DF
250110,COORDENAÇÃO GERAL DE MATERIAL E PATRIMÔNIO,DF
330008,COORDENACAO GERAL DE MODERNIZACAO E INFORMAT.,DF
201002,COORDENACAO GERAL DE ORCAM.E FINAN./SEPLAN/PR,DF
200094,COORDENACAO GERAL DE ORCAMENTO E FINANCAS,DF
240102,COORDENACAO GERAL DE ORCAMENTO E FINANCAS-MCT,DF
240131,COORDENACAO GERAL DE ORCAMENTO E FINANCAS-MCT,DF
240132,COORDENACAO GERAL DE ORCAMENTO E FINANCAS-MCT,DF
410001,COORDENACAO GERAL DE ORCAMENTO E FINANCAS/MC,DF
410002,COORDENACAO GERAL DE ORCAMENTO E FINANCAS/MC,DF
333005,COORDENAçãO GERAL DE PATRIMONIO E LOGISTICA,DF
170339,COORDENACAO GERAL DE PESQUISA E INVESTIGACAO,DF
330009,COORDENACAO GERAL DE PLANEJAMENTO SETORIAL,DF
400045,COORDENAçãO GERAL DE REC. LOGíSTICOS - MTPS,DF
201005,COORDENACAO GERAL DE RECUR. HUMANOS/SEPLAN/PR,DF
400044,COORDENAÇÃO GERAL DE RECURSOS DA FAT,DF
200006,COORDENACAO GERAL DE RECURSOS HUMANOS,DF
550006,COORDENACAO GERAL DE RECURSOS HUMANOS,DF
130006,COORDENACAO GERAL DE RECURSOS HUMANOS,DF
170006,COORDENACAO GERAL DE RECURSOS HUMANOS - MF,DF
171006,COORDENACAO GERAL DE RECURSOS HUMANOS - MF,DF
172006,COORDENACAO GERAL DE RECURSOS HUMANOS - MF,DF
130141,COORDENACAO GERAL DE RECURSOS HUMANOS-FUNCAFE,DF
410004,COORDENACAO GERAL DE RECURSOS HUMANOS/MC,DF
390007,COORDENACAO GERAL DE RECURSOS HUMANOS/MT,DF
410003,COORDENACAO GERAL DE RECURSOS LOGISTICOS,DF
170016,COORDENACAO GERAL DE RECURSOS LOGISTICOS / MF,DF
560010,COORDENAçãO GERAL DE RECURSOS LOGISTICOS MCID,DF
130140,COORDENACAO GERAL DE SERVICOS GERAIS-FUNCAFE,DF
130101,COORDENACAO GERAL ORCAMENTO E FINANCAS/MARA,DF
194005,COORDENAÇÃO REGIONAL ALTO PURUS,AC
194075,COORDENAÇÃO REGIONAL AMAPÁ E NORTE DO PARÁ,AP
194033,COORDENACAO REGIONAL ARAGUAIA TOCANTINS,TO
194018,COORDENAÇÃO REGIONAL BAIXO SÃO FRANCISCO,BA
194020,COORDENACAO REGIONAL CAMPO GRANDE/MS,MS
194010,COORDENAÇÃO REGIONAL CENTRO-LESTE DO PARÁ,PA
194003,COORDENAÇÃO REGIONAL DE CACOAL/RO,RO
194028,COORDENACAO REGIONAL DE CUIABÁ,MT
194004,COORDENAÇÃO REGIONAL DE GUAJARÁ MIRIM/RO,RO
190004,COORDENAÇÃO REGIONAL DE JI-PARANÁ,RO
194006,COORDENAÇÃO REGIONAL DE MANAUS - AM,AM
194063,COORDENAÇÃO REGIONAL DO ALTO SOLIMOES/AM,AM
194011,COORDENAÇÃO REGIONAL DO BAIXO TOCANTIS,PA
194049,COORDENAÇÃO REGIONAL DO JURUÁ,AC
194008,COORDENAÇÃO REGIONAL DO RIO NEGRO - AM,AM
194012,COORDENAÇÃO REGIONAL DO TAPAJÓS - PA,PA
194007,COORDENAÇÃO REGIONAL DO VALE DO JAVARI- AM,AM
194064,COORDENAÇÃO REGIONAL DOURADOS - MS,MS
194061,COORDENACAO REGIONAL INTERIOR SUL,SC
194044,COORDENAÇÃO REGIONAL KAYAPÓ SUL DO PARÁ,PA
194046,COORDENAÇÃO REGIONAL LITORAL SUDESTE - SP,SP
194047,COORDENAÇÃO REGIONAL LITORAL SUL - SC,SC
194045,COORDENAÇÃO REGIONAL MADEIRA - AM,AM
194074,COORDENAÇÃO REGIONAL MARANHÃO,MA
194048,COORDENAÇÃO REGIONAL MÉDIO PURUS,AM
194077,COORDENAÇÃO REGIONAL NORDESTE I,AL
194041,COORDENACAO REGIONAL NORDESTE II,CE
194036,COORDENACAO REGIONAL NORTE DO MATO GROSSO,MT
194027,COORDENAÇÃO REGIONAL PASSO FUNDO - RS,RS
194085,COORDENAÇÃO REGIONAL PONTA PORÃ/MS,MS
194009,COORDENAÇÃO REGIONAL RORAIMA,RR
194068,COORDENAÇÃO REGIONAL SUL DA BAHIA,BA
194029,COORDENACAO REGIONAL XAVANTE,MT
194031,COORDENAÇÃO REGIONAL XINGÚ - MT,MT
170600,COORDENACAO-GERAL DA AREA EXTERNA - STN,DF
170977,COORDENACAO-GERAL DE AUDT. DA AREA DE CULTURA,DF
170976,COORDENACAO-GERAL DE AUDT. DA AREA DE ENSINO,DF
170274,COORDENACAO-GERAL DE CONTROLE ADUANEIRO,DF
170007,COORDENACAO-GERAL DE DESENVOLV.INSTITUCIONAL,DF
110181,COORDENACAO-GERAL DE DILIGENCIA,DF
201043,COORDENACAO-GERAL DE DOCUMENTACAO ADM PREDIAL,DF
240237,COORDENAÇÃO-GERAL DE GESTÃO E INOVAÇÃO,DF
170512,COORDENACAO-GERAL DE HAVERES FIN.E EST.MUNIC.,DF
170900,COORDENACAO-GERAL DE INFORMAÇÃO,DF
110178,COORDENACAO-GERAL DE INFRA-ESTRUT.TECNOLOGICA,DF
370117,COORDENACAO-GERAL DE INTEGRIDADE,DF
380918,COORDENACAO-GERAL DE LOGIST. E ADMINIST./MTE,DF
810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,DF
130013,COORDENAÇÃO-GERAL DE LOGISTICA E SERV.GERAIS,DF
200257,COORDENAÇÃO-GERAL DE OPERAÇÃOES,DF
280102,COORDENACAO-GERAL DE ORCAM. E FINANCAS/MICT,DF
110060,COORDENACAO-GERAL DE ORCAMENTO E FINANCAS,DF
171339,COORDENACAO-GERAL DE PESQ.E INVESTIGACAO-SRF,DF
110182,COORDENACAO-GERAL DE PESQUISA,DF
200260,COORDENAÇÃO-GERAL DE PLANEJ. E MODERNIZAÇÃO,DF
170272,COORDENACAO-GERAL DE PROGRAMACAO E LOGISTICA,DF
340050,COORDENAÇÃO-GERAL DE RECUR.LOGÍST/FNC/MINC,DF
380916,COORDENACAO-GERAL DE RECURSOS DO FAT/MTE,DF
240133,COORDENACAO-GERAL DE RECURSOS HUMANOS,DF
560011,COORDENACAO-GERAL DE RECURSOS HUMANOS,DF
110175,COORDENACAO-GERAL DE RECURSOS HUMANOS DGI/CGU,DF
380019,COORDENACAO-GERAL DE RECURSOS HUMANOS-CRH/MTB,DF
280104,COORDENACAO-GERAL DE RECURSOS HUMANOS/DF,DF
110176,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,DF
540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,DF
110061,COORDENACAO-GERAL DE SERVICOS GERAIS,DF
420020,COORDENACAO-GERAL DE TECNOLOGIA DA INFORMACAO,DF
200342,COORDENACAO-GERAL DE TELEMATICA-DPF/DF,DF
200343,COORDENACAO-GERAL DE TELEMATICA-DPF/DF,DF
110594,COORDENAÇÃO-GERAL DO PROGRAMA CALHA NORTE,DF
170276,COORDENACAO-GERAL DO SISTEMA DE ARRECADACAO,DF
170273,COORDENACAO-GERAL DO SISTEMA DE FISCALIZACAO,DF
170277,COORDENACAO-GERAL DO SISTEMA DE TRIBUTACAO,DF
172016,COORDENACAO±GERAL DE RECURSOS LOGISTICOS/MF,DF
171016,COORDENACAO±GERAL DE RECURSOS LOGISTICOS/MF,DF
340048,COORDENADAO GERAL DE TECNOLOGIA DA INFORMACAO,DF
240022,COORDENADORIA ADMINISTRATIVA - IBERO,DF
170777,COORDENADORIA DE ADM. DA DIVIDA PUBLICA - STN,DF
926624,COORDENADORIA DE COMUNICAçãO SOCIAL - COMUS,PA
926336,COORDENADORIA DE CONTROLE DE DOENCAS,SP
70031,COORDENADORIA DE CONTROLE INTERNO - TRE/AC,AC
70032,COORDENADORIA DE CONTROLE INTERNO - TRE/AL,AL
70033,COORDENADORIA DE CONTROLE INTERNO - TRE/AM,AM
70034,COORDENADORIA DE CONTROLE INTERNO - TRE/AP,AP
70035,COORDENADORIA DE CONTROLE INTERNO - TRE/BA,BA
70036,COORDENADORIA DE CONTROLE INTERNO - TRE/CE,CE
70037,COORDENADORIA DE CONTROLE INTERNO - TRE/DF,DF
70038,COORDENADORIA DE CONTROLE INTERNO - TRE/ES,ES
70039,COORDENADORIA DE CONTROLE INTERNO - TRE/GO,GO
70040,COORDENADORIA DE CONTROLE INTERNO - TRE/MA,MA
70041,COORDENADORIA DE CONTROLE INTERNO - TRE/MG,MG
70042,COORDENADORIA DE CONTROLE INTERNO - TRE/MS,MS
70043,COORDENADORIA DE CONTROLE INTERNO - TRE/MT,MT
70044,COORDENADORIA DE CONTROLE INTERNO - TRE/PA,PA
70045,COORDENADORIA DE CONTROLE INTERNO - TRE/PB,PB
70046,COORDENADORIA DE CONTROLE INTERNO - TRE/PE,PE
70047,COORDENADORIA DE CONTROLE INTERNO - TRE/PI,PI
70048,COORDENADORIA DE CONTROLE INTERNO - TRE/PR,PR
70051,COORDENADORIA DE CONTROLE INTERNO - TRE/RJ,RJ
70052,COORDENADORIA DE CONTROLE INTERNO - TRE/RN,RN
70050,COORDENADORIA DE CONTROLE INTERNO - TRE/RO,RO
70049,COORDENADORIA DE CONTROLE INTERNO - TRE/RR,RR
70053,COORDENADORIA DE CONTROLE INTERNO - TRE/RS,RS
70054,COORDENADORIA DE CONTROLE INTERNO - TRE/SC,SC
70056,COORDENADORIA DE CONTROLE INTERNO - TRE/SE,SE
70055,COORDENADORIA DE CONTROLE INTERNO - TRE/SP,SP
70057,COORDENADORIA DE CONTROLE INTERNO - TRE/TO,TO
193147,COORDENADORIA DE COOPERACAO INTERNACIONAL,PE
926251,COORDENADORIA DE INTEGRACAO DAS ACOES SOCIAIS,DF
150123,COORDENADORIA DE ORGANIZACAO ADMINISTRATIVA,RJ
799011,COORDENADORIA DO NAVIO AERÓDROMO,RJ
926530,COORDENADORIA DO SISTEMA MUN. DE BIBLIOTECAS,SP
926799,COORDENADORIA REGIONAL DE SAUDE - CENTRO,SP
110062,COORDENADORIA-GERAL RECURSOS HUMANOS/DGA/AGU,DF
170280,COORDENCAO DE DIVULGACAO E RELACOES EXTERNAS,DF
170722,COPEC - EMPRESTIMOS EXTERNOS,DF
170719,COPEC - PNDA,DF
170725,COPEC/ACUCAR,DF
170723,COPEC/AGF,DF
170701,COPEC/AVISO-MF,DF
170731,COPEC/CAFE,DF
170720,COPEC/CUSTEIO AGRICOLA,DF
170727,COPEC/CUSTEIO PECUARIO,DF
170721,COPEC/EGF,DF
170726,COPEC/ESTADOS E MUNICIPIOS,DF
170724,COPEC/ESTOQUES REGULADORES,DF
170702,COPEC/FINEX,DF
170728,COPEC/INVESTIMENTOS PECUARIOS,DF
170730,COPEC/OPERACOES COM RECURSOS VINCULADOS,DF
170709,COPEC/PAPP,DF
170715,COPEC/PNDR,DF
170706,COPEC/POLONOROESTE,DF
170717,COPEC/PROALCOOL-BIRD,DF
170712,COPEC/PRODECER-II RURAL,DF
170707,COPEC/PROFIR-OECF,DF
170714,COPEC/PROINAP,DF
170708,COPEC/PROINVEST,DF
170718,COPEC/PRONAGRI,DF
170713,COPEC/PRONI,DF
170711,COPEC/PROVARZEAS-KFW,DF
170710,COPEC/PROVARZES-BIRD,DF
170703,COPEC/TRIGO,DF
170716,COPEC/UNIFICADOS INDUSTRIAIS,DF
170704,COPEC/UNIFICADOS RURAIS,DF
170985,CORD.GERAL DE AUD. DA AREA DE TRANSPORTES,DF
926070,CORPO DE BOMBEIRO MILITAR DO EST.DO TOCANTINS,TO
925295,CORPO DE BOMBEIROS M. DO DISTRITO FEDERAL,DF
926111,CORPO DE BOMBEIROS MILITAR - AL,AL
925541,CORPO DE BOMBEIROS MILITAR - RN,RN
170394,CORPO DE BOMBEIROS MILITAR DO DF,DF
925853,CORPO DE BOMBEIROS MILITAR DO PARÁ,PA
925698,CORRDENAÇÃO DE DESENVOLVIMENTO AGRÁRIO,BA
370111,CORREG. SET. AREA DE EDUCAÇÃO,DF
370112,CORREG. SET. AREAS JUTICA E CIDADANIA,DF
370110,CORREG.SET. AREAS INTEGRAÇÃO NAC. E CIDADES,DF
370105,CORREG.SET.AREA.DE TRABALHO,DF
370101,CORREG.SET.AREAS AGRIC.PEC. E ABASTEC.,DF
370106,CORREG.SET.AREAS CIENCIA-TECN.INOV.E COMUNIC,DF
370108,CORREG.SET.AREAS DE MINAS E ENERGIA,DF
370114,CORREG.SET.AREAS DESENVOLV. SOCIAL E ESPORTE,DF
370102,CORREG.SET.AREAS IND.COM.EXT.SERV E TURISMO,DF
370104,CORREG.SET.AREAS. PLAN.DES.GESTÃO E CULTURA,DF
370091,CORREGDORIA ADJUNTA AREA SOCIAL,DF
370090,CORREGEDORIA ADJUNTA AREA DE INFRAESTRUTURA,DF
370089,CORREGEDORIA ADJUNTA AREA ECONOMICA,DF
170279,CORREGEDORIA GERAL,DF
925407,CORREGEDORIA GERAL DA JUSTIçA NO ES,ES
926462,CORREGEDORIA GERAL DE JUSTICA DO ESTADO DO PI,PI
926719,CORREGEDORIA GERAL DE JUSTIÇA DO ESTADO DO PI,PI
370113,CORREGEDORIA SETORIAL DA AREA DE SAUDE,DF
200259,CORREGEDORIA-GERAL,DF
110171,CORREGEDORIA-GERAL ADJ.ÁREA DE INFRA-ESTRUT.,DF
110169,CORREGEDORIA-GERAL ADJUNTA DA ÁREA ECONÔMICA,DF
110170,CORREGEDORIA-GERAL ADJUNTA DA ÁREA SOCIAL,DF
370088,CORREGEDORIA-GERAL DA UNIÃO,DF
110267,CORREGEDORIA-GERAL DA UNIAO/CGU,DF
148002,CORREIOS SEDE,DF
782023,CORVERTA PURUS,BA
782019,CORVETA CABOCLO,BA
791641,CORVETA INHAUMA - MM,RJ
791642,CORVETA JACEGUAI - MM - RJ,RJ
791643,CORVETA JULIO DE NORONHA - MM,RJ
167514,COUDELARIA DE RINCAO,RS
160514,COUDELARIA DE RINCAO/RS,RS
110576,CPCI/ODP/RECURSOA EXTERNOS,DF
498001,CPRM - DIFERENCA DA INTEGRACAO,RJ
450608,CRATEUS PREFEITURA,CE
110695,CREDITO FUNDIÁRIO - SRA,DF
158192,CTC - PROJETO MINI-BAJA/UFF.O.,RJ
158180,CTC INSTITUTO DE COMPUTACAO - UFF,RJ
154379,CTC-ESCOLA DE ARQUITETURA E URBANISMO,RJ
154381,CTC-ESCOLA DE ENG.INDUSTRIAL DE V.REDONDA,RJ
154380,CTC-ESCOLA DE ENGENHARIA,RJ
158105,CTC/ MANUTENCAO /UFF,RJ
925677,CUNHA COLETIVO FEMINISTA,PB
240024,CÚPULA AMÉRICA DO SUL - PAÍSES ÁRABES,DF
925516,CúRIA DIOCESANA DE PRESIDENTE PRUDENTE,SP
153994,CURSO DE POS-GRAD.EM ENG.ELETRICA INDL-PROAP,PR
153209,CURSO DE POS-GRADUACAO EM GEOQUIMICA DA UFF,RJ
158081,CV.005/98-MINTER/CAPES-CIENCIA DA INFORMATICA,PA
123001,CX.DE FINANCIAMENTO IMOBIL. DA AERONÁUTICA,RJ
160998,D CONT - SETORIAL CONTABIL,DF
744003,DACM-SISTEMA-CONTENCAO-CNBE,EX
644003,DACM-SISTEMA-CONTENCAO-CNBE,RJ
844003,DACM-SISTEMA-CONTENCAO-CNBE,RJ
772004,DADM - FUNDO NAVAL,RJ
