;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
264; em 04/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;22/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 22/03/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Barras, chapas e tubos metálicos.;(0xx21) 25887000;172011
265; em 08/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 28/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Chapa de madeira resinada;(0xx21) 25887000;192011
266; em 16/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/02/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 28/02/2011 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Fornecimento de ar condicionado tipo split;(0xx21) 25887483;202011
267; em 08/09/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/08/2011 das 08:30 às 11:30 Hs e das 13:00 às 16:00 Hs;Rua da Candelaria, 65 - 12 Andar - Centro - Rio de Janeiro (RJ); a partir de 26/08/2011 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestacao de Servicos de Link de Dados para Atender a Central Nuclear Almirante Alvaro Alberto - CNAAA;(0xx21) 25887137;212011
268; em 21/03/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;04/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 04/03/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Óculos de segurança.;(0xx21) 25887071;222011
269; em 27/05/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;16/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 16/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Reator e lâmpada vapor metálico;(0xx21) 25887000;232011
270; em 13/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 31/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Motor elétrico trifásico;(0xx21) 25887000;242011
271; em 31/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;18/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 18/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Registrador Eletrônico;(0xx21) 25887000;252011
272; em 26/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;12/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 12/07/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Ácido clorídrico;(0xx21) 25887000;262011
273; em 30/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;18/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 18/03/2011 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Vidraria de laboratório;(0xx21) 25887139;292011
274; em 20/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;30/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 30/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Resfriadores de ar e motoventiladores;(0xx21) 25887000;302011
275; em 31/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;18/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 18/03/2011 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Fornecimento de cartucho de resina catiônica;(0xx21) 25887161;312011
276; em 12/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;29/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 29/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Kit reparo para válvula dilúvio;(0xx21) 25887000;322011
277; em 14/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 04/07/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Resina troca iônica grau técnico;(0xx21) 25887071;332011
278; em 25/05/2011 às 10:01Hs, no endereço: www.comprasnet.gov.br;13/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 13/05/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Óculos de segurança;(0xx21) 25887071;342011
279; em 17/11/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/10/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 31/10/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Macacão impermeável e vestimenta de segurança inflável;(0xx21) 25887000;352011
280; em 19/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;25/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 25/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Selo mecânico;(0xx21) 25887000;362011
281; em 22/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/06/2011 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 03/06/2011 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de materiais metálicos diversos conforme descritivos constantes do Edital.;(0xx21) 25887483;372011
282; em 29/02/2012 às 14:00Hs, no endereço: www.comprasnet.gov.br;13/02/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65/12º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/02/2012 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Serviços de Telefonia e Telecomunicações;(0xx21) 25887732;382011
283; em 01/02/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;11/01/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65, 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 11/01/2012 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Placas de Nylon e PVC ou PP;         ;392011
284; em 25/08/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/08/2011 das 08:30 às 11:00 Hs e das 13:00 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 12º andar - Centro - Rio de Janeiro (RJ); a partir de 04/08/2011 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços de Atualização Tecnologica da Infra-Estrutura de Tecnologia da Informação (TI) para a Solução Integrada de Storage e Backup;(0xx21) 25887137;402011
285; em 22/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;11/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 11/07/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Disco esfregaço para alfa-beta;(0xx21) 25887148;412011
286; em 22/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/03/2011 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 04/03/2011 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Aquisição de vacina antigripal conforme descritivo constante do Edital.;(0xx21) 25887146;432011
287; em 30/05/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;17/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 17/05/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Ônibus.;(0xx21) 25887071;442011
288; em 22/08/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/08/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 03/08/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Resina catiônica;(0xx21) 25887071;452011
289; em 20/05/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;09/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candalária, 65 - Centro - Rio de Janeiro (RJ); a partir de 09/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Pano de limpeza tipo saco;(0xx21) 25887148;472011
290; em 02/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;20/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 20/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Juntas de expansão e vedação;(0xx21) 25887000;492011
291; em 06/04/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;24/03/2011 das 08:30 às 11:30 Hs e das 13:00 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 24/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Mobiliário para escritório.;(0xx21) 25887139;502011
292; em 16/01/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;02/01/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 02/01/2012 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Mangueira de incêndio;(0xx21) 25887139;512011
293; em 05/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;23/03/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 23/03/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Ar condicionado tipo Split e materiais para instalação.;(0xx21) 25887483;522011
294; em 01/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;16/06/2011 das 09:30 às 11:30 Hs e das 13:30 às 16:30 Hs;ENDEREÇO: Rua da candelária 65/12 andar - Centro - Rio de Janeiro (RJ); a partir de 16/06/2011 às 09:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Serviços de Troca de Arquivos Bancários;(0xx21) 25887773;532011
295; em 29/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;14/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 14/06/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Tinta de acabamento alquídico;(0xx21) 25887148;562011
296; em 16/03/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;05/03/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 2º - Centro - Rio de Janeiro (RJ); a partir de 05/03/2012 às 08:30Hs;(0xx21) 7200          ;Objeto: Pregão Eletrônico -  Vinil adesivo;(0xx21) 25887000;582011
297; em 13/05/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;02/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 02/05/2011 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Fornecimento de Elementos Filtrantes;(0xx21) 25887141;592011
298; em 27/06/2011 às 10:01Hs, no endereço: www.comprasnet.gov.br;13/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 13/06/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Nitrogênio super seco.;(0xx21) 25887071;612011
299; em 16/05/2011 às 10:01Hs, no endereço: www.comprasnet.gov.br;04/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 04/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Terminação baixa tensão e termo contrátil;(0xx21) 25887000;632011
300; em 22/07/2011 às 15:00Hs, no endereço: www.comprasnet.gov.br;11/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 11/07/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fita adesiva;(0xx21) 25887000;662011
301; em 25/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;12/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 12/07/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Chapa de aço;(0xx21) 25887000;672011
302; em 13/06/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;31/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 31/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Anodos de titânio;(0xx21) 25887154;682011
303; em 14/06/2011 às 10:01Hs, no endereço: www.comprasnet.gov.br;31/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 31/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Elemento Filtrante;(0xx21) 25887000;692011
304; em 12/07/2011 às 10:10Hs, no endereço: www.comprasnet.gov.br;29/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 29/06/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Módulo PCB e display LCD;(0xx21) 25887071;702011
305; em 20/05/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;09/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 09/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Cabos de força e conectores;(0xx21) 25887161;732011
306; em 13/06/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;31/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 31/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Lubrificante Fluído;(0xx21) 25887000;742011
307; em 14/04/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/04/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 04/04/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Sulfato Ferroso;(0xx21) 25887000;752011
308; em 08/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;25/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 25/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Barra chata e tubo;(0xx21) 25887000;762011
309; em 31/05/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;18/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 18/05/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de Transmissor de Nível;(0xx21) 25887139;782011
310; em 28/03/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;14/03/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 14/03/2012 às 08:30Hs;(0xx21) 7200          ;Objeto: Pregão Eletrônico -  Placas eletrônicas e painel anunciador;(0xx21) 25887000;812011
311; em 04/07/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;17/06/2011 das 09:00 às 11:00 Hs e das 14:00 às 16:00 Hs;ENDEREÇO: Rua da Candelária nº 65 / 12º andar - - Rio de Jan - Centro - Rio de Janeiro (RJ); a partir de 17/06/2011 às 09:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Serviços de Controle de Conteúdo WEB.;(0xx21) 25887722;822011
312; em 13/06/2011 às 10:01Hs, no endereço: www.comprasnet.gov.br;01/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 01/06/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Ar condicionado;(0xx21) 25887071;832011
313; em 30/05/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 17/05/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Analisador multicanal;(0xx21) 25887071;842011
314; em 25/11/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;11/11/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 11/11/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Filtros para purificação de ar.;(0xx21) 25887148;852011
315; em 09/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;27/05/2011 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 12º andar - Centro - Rio de Janeiro (RJ); a partir de 27/05/2011 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de porta-pallet conforme descrição constante do Edital.;(0xx21) 25887146;862011
316; em 10/08/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;15/07/2011 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 15/07/2011 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Aquisição de caixa metálica para rejeitos radioativos conforme especificado no Edital.;(0xx21) 25887146;872011
317; em 10/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;13/05/2011 das 09:30 às 11:30 Hs e das 13:30 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 12 andar - Centro - RJ - Rio de Janeiro (RJ); a partir de 13/05/2011 às 09:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Seguro de Automoveis da Frota da Eletrobras Eletronuclear.;(0xx21) 25887687;882011
318; em 01/02/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;06/01/2012 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65  12º Andar - Centro - Rio de Janeiro (RJ); a partir de 06/01/2012 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Blindagem de chumbo;(0xx21) 25887000;892011
319; em 16/02/2012 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/02/2012 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;Rua da Candelária, 65 / 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 03/02/2012 às 08:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Placas de madeira, pregos, parafusos e adesivo conforme descritivos constantes do Edital.;(0xx21) 25887146;902011
320; em 09/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;27/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 27/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Empilhadeira a Combustão;(0xx21) 25887000;912011
321; em 16/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 03/06/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Cabo de força;(0xx21) 25887000;922011
322; em 22/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;08/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 08/07/2011 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Armário multiuso;(0xx21) 25887000;932011
323; em 10/06/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;30/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 30/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Válvulas Diversas;(0xx21) 25887000;942011
324; em 19/09/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;05/09/2011 das 09:00 às 11:00 Hs e das 14:00 às 16:00 Hs;Rua da Candelária  Nº 65 - Centro - Rio de Janeiro (RJ); a partir de 05/09/2011 às 09:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Prestação de serviços de informática da aquisição do uso de licenças de software Microsoft para infraestrutura de rede da ELETROBRAS ELETRONUCLEAR.;(0xx21) 25887000;952011
325; em 13/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/05/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 31/05/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Cartucho Resina Cartiônica;(0xx21) 25887000;962011
326; em 13/06/2011 às 14:00Hs, no endereço: www.comprasnet.gov.br;01/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 01/06/2011 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Madeiras;(0xx21) 25887071;972011
327; em 07/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;27/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 27/06/2011 às 08:30Hs;(0xx21) 25887200      ;OBJETO : PREGAO ELETRONICO   Macacão de segurança.;(0xx21) 25887071;982011
328; em 25/08/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;10/08/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 10/08/2011 às 08:30Hs;(0xx21) 25887200      ;OBJETO : PREGAO ELETRONICO   Acetileno;(0xx21) 25887071;1002011
329; em 26/07/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;11/07/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 11/07/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Anel de montagem e revestimento interno;(0xx21) 25887071;1012011
330; em 22/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;10/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 10/06/2011 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Condutor de Cobre;(0xx21) 25887000;1022011
331; em 02/08/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;19/07/2011 das 08:30 às 11:30 Hs e das 13:00 às 16:00 Hs;Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 19/07/2011 às 08:30Hs;(0xx21)               ;OBJETO : PREGAO ELETRONICO   Fornecimento de cama de solteiro;(0xx21) 25887139;1032011
332; em 22/06/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;10/06/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 12 andar - Centro - Rio de Janeiro (RJ); a partir de 10/06/2011 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Sensor de oxigênio;(0xx21) 25887139;1042011
