;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
1025; em 23/05/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;10/05/2013 das 09:00 às 12:00 Hs e das 12:30 às 17:30 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 10/05/2013 às 09:00Hs;(0xx21) 29762678      ;Objeto: Pregão Eletrônico -  Aquisição de mobiliário para a Coordenadoria do ISS.;(0xx21) 29763835;262013
1026; em 19/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;01/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 01/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de ancinho, cabo torneado, picareta e outros;(0xx21) 22147026;272013
1027; em 04/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;22/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 22/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de fita e fecho de aço inox;(0xx21) 22147011;282013
1028; em 05/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;22/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 22/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de pá coletora;(0xx21) 22147011;292013
1029; em 05/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;22/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 22/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de madeira maçaranduba pranchão e maçaranduba aparelhada;(0xx21) 22147011;302013
1030; em 04/02/2013 às 14:30Hs, no endereço: www.comprasnet.gov.br;18/01/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 do Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 18/01/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  Elaboração de SISTEMA DE REGISTRO DE PREÇOS para posterior aquisição de materiais pertencentes à classe 6505, medicamentos, objetivando suprir as necessidades de atendimento na área de Saúde da Mulher, no contexto da Atenção Primária da Secretaria Municipal de Saúde e Defesa Civil (SMSDC).;(0xx21) 29762022;312013
1031; em 06/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;23/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 23/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Locação de Conteineres;(0xx21) 22147026;322013
1032; em 06/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;23/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Terreo - Tijuca - Rio de Janeiro (RJ); a partir de 23/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Diversas Ferramentas;(0xx21) 22147026;332013
1033; em 31/01/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;21/01/2013 das 09:00 às 17:59 Hs ;Rua Afonso Cavalcanti, 455/270 - Cidade Nova - Rio de Janeiro (RJ); a partir de 21/01/2013 às 09:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Prestação de serviços de vigilância e segurança patrimonial desarmada para diversas Unidades da SMC;(0xx21) 29762161;342013
1034; em 07/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;23/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 23/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de bloco de concreto.;(0xx21) 22147026;352013
1035; em 07/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;23/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 23/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de QUEROSENE.;(0xx21) 22147039;362013
1036; em 05/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de barra chata, barra redonda e tubo preto;(0xx21) 22147011;372013
1037; em 06/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de CARCAÇA DO TANQUE PARA ROÇADEIRAS STIHL FS-160.;(0xx21) 22147039;382013
1038; em 07/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila ,358 - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de ELETRODO AWS-E 6013 REVESTIDO.;(0xx21) 22147039;392013
1039; em 14/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de capa de chuva descartável;(0xx21) 22147011;402013
1040; em 14/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua  Major Ávila , 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de conjunto de placas com biomassa vegetal.;(0xx21) 22147026;412013
1041; em 07/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;25/01/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/01/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletrônico, do tipo menor preço por lote, para registro de preços para aquisição de uniformes para atletismo, consoante Termo de Referência, parte integrante deste edital.;(0xx21) 29762120;432013
1042; em 14/03/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;25/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletrônico, do tipo menor preço por item, para registro de preços para aquisição de material esportivo, consoante termo de referência, parte integrante deste edital.;(0xx21) 29762120;442013
1043; em 19/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;05/02/2013 das 08:00 às 17:59 Hs ;Av. Presidente Vargas, 3131, 12 Andar, Sala 1204 - Cidade Nova - Rio de Janeiro (RJ); a partir de 05/02/2013 às 08:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS de contratação de empresa para prestação de SERVIÇO TÉCNICO ESPECIALIZADO DE CAPTAÇÃO DE MODELOS DE DADOS NA ÁREA DE TECNOLOGIA DA INFORMAÇÃO para os ÓRGÃOS e ENTIDADES da PCRJ, de acordo com as especificações e padrões técnicos de qualidade estabelecidos pela IPLANRIO, devidamente descritos, caracterizados e especificados no Termo de Referência.;(0xx21) 39711569;452013
1044; em 19/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;25/01/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/01/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletrônico, do tipo menor preço por item, para registro de preços para aquisição de materiais esportivos para natação.;(0xx21) 29762120;462013
1045; em 21/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;25/01/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/01/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletrônico, do tipo menor preço por item, para registro de preços para aquisição de papel higiênico, consoante Termo de Referência, parte integrante deste edital.;(0xx21) 29762120;472013
1046; em 14/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;24/01/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 24/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Contratação de SEGURADORA PARA EMISSÃO DE APÓLICE DE SEGURO DE RESPONSABILIDADE CIVIL GERAL, PARA COBERTURA DE DANOS MATERIAIS E PESSOAIS CAUSADOS A TERCEIROS NA REGIÃO PORTUÁRIA DA CIDADE DO RIO DE JANEIRO.;(0xx21) 22147039;482013
1047; em 15/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;30/01/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 30/01/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletrônico, do tipo menor preço por item, para registro de preços para aquisição de equipamentos musicais, consoante termo de referência, parte integrante deste edital.;(0xx21) 29762120;502013
1048; em 15/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;30/01/2013 das 09:00 às 17:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 30/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Lâmpadas incandescente e fluorescente.;(0xx21) 22147040;542013
1049; em 27/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;06/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 30/01/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de DETERGENTE NEUTRO CONCENTRADO.;(0xx21) 22147039;552013
1050; em 15/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;30/01/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 30/01/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Pregão eletronico, do tipo menor preço por item , para registro de preços para aquisçaõ fe instrumentos musicais;(0xx21) 29762120;562013
1051; em 26/04/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;15/04/2013 das 08:00 às 17:59 Hs ;Av. Presidente Vargas 3131 - Sala 1204 - Cidade Nova - Rio de Janeiro (RJ); a partir de 15/04/2013 às 08:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  PRESTAÇÃO DE SERVIÇOS a serem realizados para ativação e expansão de infraestrutura de redes de fibras ópticas municipal, com fornecimento de Projeto de Instalação, Materiais Correlatos e Cabos ópticos, para a implantação do Programa de conectividade Municipal em diversas localidades do Município do Rio de Janeiro, consoante com as diretrizes contidas nas políticas de conectividade da Prefeitura da Cidade do Rio de Janeiro, devidamente descritos, caracterizados e especificados no Termo de Referência.;(0xx21) 39711569;572013
1052; em 21/02/2013 às 13:00Hs, no endereço: www.comprasnet.gov.br;05/02/2013 das 09:00 às 12:00 Hs e das 13:00 às 17:00 Hs;Campo de São Cristóvão, 268 - 3º Andar. - São Cristòvão - Rio de Janeiro (RJ); a partir de 05/02/2013 às 09:00Hs;(0xx21) 38786397      ;Objeto: Pregão Eletrônico -  Locação de 4 (quatro) automóveis de passeio, com motorista e combustível, para 5 (cinco) passageiros, 4 (quatro) portas, motor mínimo 1.0, ar condicionado;(0xx21) 38785796;582013
1053; em 22/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;04/02/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 04/02/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  Elaboração de SISTEMA DE REGISTRO DE PREÇOS para posterior aquisição de materiais pertencentes à classe 6810, saneante: Hipoclorito de sódio 1%, galão, consoante no Termo de Referência (Anexo I),;(0xx21) 29762022;592013
1054; em 22/02/2013 às 10:30Hs, no endereço: www.comprasnet.gov.br;05/02/2013 das 09:00 às 17:50 Hs ;Largo Dos Leões, 15 - 2º Andar - Humaita - Rio de Janeiro (RJ); a partir de 05/02/2013 às 09:00Hs;(0xx21) 29769493      ;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a locação, com assistência técnica, manutenção corretiva e a manutenção preventiva de 02 (duas) máquinas reprográficas nas dependências da MULTIRIO   Empresa Municipal de Multimeios Ltda., situada no Largo dos Leões, nº 15, bairro do Humaitá, município do Rio de Janeiro, pelo período de 12 (doze) meses, devidamente descritos, caracterizados e especificados no Termo de Referência (ANEXO I), parte integrante deste Edital.;(0xx21) 29769439;622013
1055; em 13/03/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;25/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455- Sala 449- Cidade Nova Tel.021 9762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de Preços para aquisição de materiais esportivos.;(0xx21) 29762120;632013
1056; em 25/02/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;08/02/2013 das 09:00 às 12:00 Hs e das 12:30 às 17:30 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 08/02/2013 às 09:00Hs;(0xx21) 29762678      ;Objeto: Pregão Eletrônico -  Prestação de serviços de limpeza, conservação e higiene nos postos descentralizados da Secretaria Municipal de Fazenda, incluindo o fornecimento de todos os equipamentos, materiais e produtos para a execução dos serviços.;(0xx21) 29763835;642013
1057; em 08/03/2013 às 10:30Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 12:00 Hs e das 12:30 às 17:30 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 29762678      ;Objeto: Pregão Eletrônico -  Prestação de serviços de Agenciamento de Viagens para fornecimento de bilhetes de passagens para transportes terrestres, aquaviários ou aéreos, nacionais e internacionais.;(0xx21) 29763835;652013
1058; em 26/02/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;14/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 14/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Lustra móveis.;(0xx21) 22147026;662013
1059; em 26/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;14/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 14/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de corda de polietileno branca trançada;(0xx21) 22147011;672013
1060; em 26/02/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;14/02/2013 das 09:00 às 17:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 14/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de papel higiênico de 300 e 30 metros.;(0xx21) 22147040;682013
1061; em 13/03/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;25/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455-sala 449- Cidade Nova Tel.02129762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de preços para Aquisição de Calçados;(0xx21) 29762120;692013
1062; em 27/02/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;14/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 14/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de meia em fio de nylon na cor preta;(0xx21) 22147011;712013
1063; em 25/02/2013 às 16:00Hs, no endereço: www.comprasnet.gov.br;07/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 29762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 07/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de preços para Aquisição de mini cartão de memória portátil (pendrive 4 gb);(0xx21) 29762120;722013
1064; em 04/03/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;19/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455-sala 449 Cidade Nova Tel.021 29762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 19/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de preços para aquisição de  armário multiuso;(0xx21) 29762120;732013
1065; em 08/03/2013 às 14:30Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 do Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  AQUISIÇAO de Vidraria e material de consumo para uso em laboratórios da Unidade Jorge Vaitsman, especificados no Termo de Referência (Anexo I).;(0xx21) 29762022;752013
1066; em 07/03/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;20/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 -sala 449-cidade Nova Tel.021 29762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 20/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de preços para Aquisição de paleteira  e empilhadeiras.;(0xx21) 29762120;762013
1067; em 21/03/2013 às 14:00Hs, no endereço: www.comprasnet.gov.br;20/02/2013 das 09:00 às 12:00 Hs e das 12:10 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455- Sala 449 Cidade Nova Tel.021 29762120 - Cidade Nova - Rio de Janeiro (RJ); a partir de 20/02/2013 às 09:00Hs;(0xx21) 29762096      ;Objeto: Pregão Eletrônico -  Registro de preços para a aquisição de jaleco;(0xx21) 29762120;772013
1068; em 05/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;21/02/2013 das 09:00 às 17:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 21/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de luva em malha;(0xx21) 22147040;782013
1069; em 05/03/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;21/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 21/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de SACO PLÁSTICO NA COR AZUL COM CAPACIDADE PARA 150 LITROS.;(0xx21) 22147039;792013
1070; em 05/03/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;21/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 21/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de SACO PLÁSTICO COM CAPACIDADE PARA 200 LITROS.;(0xx21) 22147039;802013
1071; em 06/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;21/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Terreo - Tijuca - Rio de Janeiro (RJ); a partir de 21/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Copo Descartável de 200 ml;(0xx21) 22147026;812013
1072; em 11/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;22/02/2013 das 08:00 às 12:00 Hs e das 13:00 às 17:00 Hs;Av Pedro Ii N.º 400 - São Cristovão - Rio de Janeiro (RJ); a partir de 22/02/2013 às 08:00Hs;(0xx21) 38958045      ;Objeto: Pregão Eletrônico -  Prestação de Serviço de Apoio Operacional para as Atividades de Copeiragem e Recepção para atender a Empresa Municipal de Artes gráficas - Imprensa da Cidade, conforme descrito, caracterizado e especificado no Termo de Referência, parte integrante do Edital;(0xx21) 29767226;832013
1073; em 06/03/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;22/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 22/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de chapéu tipo australiano;(0xx21) 22147011;842013
1074; em 08/03/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;22/02/2013 das 08:00 às 12:00 Hs e das 13:00 às 17:00 Hs;Rua Afonso Cavalcanti,nr.455 Cidade Nova Tel.021 22735413 Fax021 - Cidade Nova - Rio de Janeiro (RJ); a partir de 22/02/2013 às 08:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Registro de Preço para Aquisição de papéis diversos para atender a Empresa Municipal de Artes Gráficas S/A - Imprensa da Cidade - IC;(0xx21) 29763654;852013
1075; em 08/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de ÓLEOS LUBRIFICANTES, ÓLEO PARA ENGRENAGENS, LUBRIFICANTE SINTÉTICO E GRAXAS LUBRIFICANTES.;(0xx21) 22147039;862013
1076; em 08/03/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila , 358 - /térro - Tijuca - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Máscara Semifacial descartável;(0xx21) 22147026;872013
1077; em 14/03/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;25/02/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 do Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 25/02/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  Elaboração de SISTEMA DE REGISTRO DE PREÇOS para posterior aquisição de materiais pertencentes à classe 8940, Fórmulas Infantis para atendimento ao Programa de Assistência à Criança com Diarréia Persistente (PRODIAPE) e à demanda de Mandados Judiciais da Secretaria Municipal de Saúde e Defesa Civil (SMSDC). Deverão ser observadas as especificações constantes no Termo de Referência (Anexo I).;(0xx21) 29762022;882013
1078; em 08/03/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 16:00 Hs ;Rua  Major Ávila, 358 - Terreo - Tijuca - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de Fio de Nylon;(0xx21) 22147026;892013
1079; em 11/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/02/2013 das 09:00 às 16:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 26/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de desengraxante;(0xx21) 22147011;902013
1080; em 12/08/2013 às 11:00Hs, no endereço: www.comprasnet.gov.br;30/07/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 do Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 30/07/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS, Aquisição de equipos para bomba infusora com cessão de equipamentos para uso nos Hospitais da Rede Municipal de Saúde no período de um ano, devidamente descritos, caracterizados e especificados no Termo de Referência.(Anexo I).;(0xx21) 29762022;912013
1081; em 13/03/2013 às 15:00Hs, no endereço: www.comprasnet.gov.br;27/02/2013 das 09:00 às 17:00 Hs ;Rua Afonso Cavalcanti,nr.455, Sala 852, Bl 1 do Cass - Cidade Nova - Rio de Janeiro (RJ); a partir de 27/02/2013 às 09:00Hs;(0xx21) 22738495      ;Objeto: Pregão Eletrônico -  Elaboração de SISTEMA DE REGISTRO DE PREÇOS para posterior aquisição de materiais pertencentes à classe 6515, Seringas compatíveis com bomba injetora Optivantage, extensor valvulado em Y para injeção de contraste e conjunto para infusão de contraste, consoante no Termo de Referência (Anexo I), parte integrante deste Edital.;(0xx21) 29762022;922013
1082; em 12/03/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/02/2013 das 09:00 às 17:00 Hs ;Rua Major Ávila, 358 - Tijuca - Rio de Janeiro (RJ); a partir de 28/02/2013 às 09:00Hs;(0xx21) 22147080      ;Objeto: Pregão Eletrônico -  Aquisição de material de pintura.;(0xx21) 22147040;932013
1083; em 01/04/2013 às 10:00Hs, no endereço: www.comprasnet.gov.br;14/03/2013 das 09:00 às 17:00 Hs ;Rua Major Ávila, 358 - Térreo - Tijuca - Rio de Janeiro (RJ); a partir de 14/03/2013 às 09:00Hs;(0xx21) 22147080      ;"Objeto: Pregão Eletrônico -  Aquisição de Sistema de tratamento de piso (selador acrílico; cera acrílica; detergente removedor de cera e removedor de cera).";(0xx21) 22147040;942013
